%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
380634500000,996,380634500000,fcu,13.7887277603,-17.988779068,0.980547249317,0.000199210471834,0.00525997250077,0.524901377371,-0.851146777611
380874500000,997,380874500000,fcu,13.8200502396,-18.0411968231,0.975915968418,-0.00185472948613,0.00882881652726,0.521196147448,-0.853389235849
381115500000,998,381115500000,fcu,13.8390693665,-18.0773906708,0.971073687077,0.00547426494474,0.0130023972318,0.517585054116,-0.855515448046
381355500000,999,381354500000,fcu,13.8530244827,-18.1032180786,0.974075853825,0.00538860358497,0.00744033455932,0.514045850948,-0.857713511317
381595500000,1000,381594500000,fcu,13.8623390198,-18.1242713928,0.974080383778,0.000830265777012,0.00230756403212,0.510506864657,-0.859870180286
381835500000,1001,381834500000,fcu,13.8666133881,-18.141702652,0.97435760498,0.000738184063416,0.00295985123213,0.506996981643,-0.861942431355
382074500000,1002,382074500000,fcu,13.8674592972,-18.1531238556,0.977823495865,0.00245775771864,0.003133548295,0.503545852668,-0.8639593246
382314500000,1003,382314500000,fcu,13.8673305511,-18.1599769592,0.977694511414,0.00249118206962,0.0011569279405,0.500144969939,-0.865937332937
382555500000,1004,382555500000,fcu,13.8664550781,-18.1647529602,0.978299736977,0.00139054691842,5.82819960069e-05,0.496782806785,-0.867873784525
382795500000,1005,382794500000,fcu,13.8649139404,-18.1668605804,0.976451277733,0.00131070545624,0.000184736017622,0.493471657727,-0.869760869977
383034500000,1006,383035500000,fcu,13.8616828918,-18.166431427,0.975188851357,0.00180132189688,0.00023318521388,0.490199713055,-0.871608250411
383274500000,1007,383274500000,fcu,13.8591766357,-18.1641464233,0.977870285511,0.00188711887454,-0.000440664181705,0.486970254958,-0.873416404348
383515500000,1008,383514500000,fcu,13.8576755524,-18.1595973969,0.976921141148,0.00130784616125,-0.00106154900684,0.483800027008,-0.875176951547
383756500000,1009,383755500000,fcu,13.8555698395,-18.1537895203,0.972000420094,0.000771873470031,-0.000964832547656,0.480668692806,-0.876901408977
383994500000,1010,383994500000,fcu,13.8519506454,-18.1464500427,0.96819460392,0.000732030190828,-0.000734093943159,0.477580810332,-0.878587215273
